smile,activity
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,0.436
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],0.334
F[B-]([N+]1=CC=CC1=C2)(F)N3C2=CC=C3,0.498
F[B-](N1C2=CC=C1)(F)N3C(C2=[NH2+])=CC=C3,0.406
F[B-]([N+]1=CC=CC1=C2N)(F)N3C2=CC=C3,0.406
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\C)=CC=C3,0.3985
F[B-]([N+]1=CC=CC1=C2NC)(F)N3C2=CC=C3,0.3985
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\CC#C)=CC=C3,0.4085
F[B-]([N+]1=CC=CC1=C2NCC#C)(F)N3C2=CC=C3,0.4085
F[B-](N1C2=CC=C1)(F)N3C(/C2=[NH+]\CC=C)=CC=C3,0.405
F[B-]([N+]1=CC=CC1=C2NCC=C)(F)N3C2=CC=C3,0.405
F[B-](N1C2=CC=C1)(F)N3C(/C2=[N+](C)\C)=CC=C3,0.399
F[B-]([N+]1=CC=CC1=C2N(C)C)(F)N3C2=CC=C3,0.399
O=C(C1=CC(C#CC2=CC=CC=C2)=C(C(OCC)=O)C=C1C#CC3=CC=C(C=C(N4CCC4)C=C5)C5=C3)OCC,0.404
CN(C)C1=CC=C(C(C=CC(C(C2=CN(C3CC(O)C(CO)O3)N=N2)=O)=C4)=C4C5(C)C)C5=C1,0.393
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCCCCCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.39
CN(C)C1=CC=C(C(C=CC(C(C2=CN(CCC[N+](C)(CCCS(=O)([O-])=O)CCCCCCCC)N=N2)=O)=C3)=C3C4(C)C)C4=C1,0.392
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#C)C)C=C3C2(C)C,0.357
O=C(C)C1=CC2=C(C=C1)C3=CC=C(N(CC#CC(C(N)=N4)=CN([C@@]5([H])C([H])([H])[C@@](O)([H])[C@](CO)([H])O5)C4=O)C)C=C3C2(C)C,0.357
CCN(C1=CC=C2C(OC(C3=C2O[B-](F)([O+]=C3/C=C/C4=CC=C(C=C4)N(CC)CC)F)=O)=C1)CC,0.571
O=C1C2=CC=CC=C2C3=NC4=C(C=C(N(CC)CC)C=C4)OC3=C1,0.524
O=CC1=CC(N2CCCCC2)=C(C=C3)C4=C1C=CC5=C4C3=C(N6CCCCC6)C=C5N7CCCCC7,0.475
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2C)C=C1,0.339
CN(C)C1=CC(C)=C(C2=CC=C(C=O)C=C2)C(C)=C1,0.344
CN(C)C1=CC=C(C2=C(C)C=C(C=O)C=C2C)C=C1,0.338
CCCCCCCCC1(CCCCCCCC)C2=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.409
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.376
CCCCCCCCC1(CCCCCCCC)C2=CC(C#CC#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=C1C=C(C=O)C=C6,0.381
NC1=C2C(C([N+]#[C-])=CC=C2)=CC=C1,0.36
O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,0.384
O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,0.429
O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,0.403
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.3954
CN(C)C(S1)=NC(C2=CC=C(Br)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,0.494
CN(C)C(S1)=NC(C2=CC=C(C)C=C2)=C1C3=CC=C([N+]([O-])=O)S3,0.5
O=[N+](C1=CC=C(C2=C(N=C(N(CC)CC)S2)C3=CC=C(Br)C=C3)S1)[O-],0.5
CC(C=C1)=CC=C1C(N=C(N(CC)CC)S2)=C2C3=CC=C([N+]([O-])=O)S3,0.504
CC(C=C1)=CC=C1C(N=C(N2CCCCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.501
BrC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.479
CC(C=C1)=CC=C1C(N=C(N2CCOCC2)S3)=C3C4=CC=C([N+]([O-])=O)S4,0.49
O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N4CCOCC4)S2)S1)[O-],0.486
BrC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,0.474
CC(C=C1)=CC=C1C(N=C(N(C2=CC=CC=C2)C3=CC=CC=C3)S4)=C4C5=CC=C([N+]([O-])=O)S5,0.485
O=[N+](C1=CC=C(C2=C(C3=CC=CS3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],0.48
O=[N+](C1=CC=C(C2=C(C3=CC=CO3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)S1)[O-],0.481
O=[N+](C1=CC=C(C2=C(C3=CC4=C(C=CC=C4)O3)N=C(N(C5=CC=CC=C5)C6=CC=CC=C6)S2)S1)[O-],0.478
CCN(CC)C(S1)=NC(C2=CC=CC=C2)=C1C3=CC=C([N+]([O-])=O)O3,0.483
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCCCC4)S2)O1)[O-],0.474
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N4CCOCC4)S2)O1)[O-],0.464
O=[N+](C1=CC=C(C2=C(C3=CC=CC=C3)N=C(N(C4=CC=CC=C4)C5=CC=CC=C5)S2)O1)[O-],0.459
O=C(OC)C1=CC2=NC(C3=CC=C(C=C3)OC)=CN2C=C1,0.355
O=C(OC)C1=CC2=NC(C3=CC=C(C=C3)OC)=C(N2C=C1)N,0.426
O=C(C1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1)OC,0.387
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C(C(OC)=O)=CC=C4)C4=N2,0.355
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC=N4)C4=N2,0.365
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,0.355
COC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC=C4)C4=N2,0.35
OCC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,0.341
ClC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,0.357
N#CC1=CC2=NC(C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1,0.389
CCCCCCC1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1,0.368
CCCCCCCCC1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1,0.368
CCCCCCCCC1=C(NC2CCCCC2)N(C=CN=C3)C3=N1,0.329
BrC1=CC=C(C=C1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.388
COC1=CC=CC(C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2)=C1,0.384
O=C(C1=CC2=NC(C(C=C3)=CC=C3N4C=CN=C4)=C(NC5CCCCC5)N2C=C1)OC,0.387
CN1C(C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2)=CC=C1,0.392
OC1=CC(OC)=CC=C1C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.391
ClC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.392
O=C(C1=CC2=NC(C3=CNC=N3)=C(NC4CCCCC4)N2C=C1)OC,0.4
O=C(C1=CC2=NC(C(O3)=CC=C3S(=O)(O)=O)=C(NC4CCCCC4)N2C=C1)OC,0.393
OC1=CC(O)=CC=C1C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.394
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.398
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=[N+]2C,0.399
CC1=CC=C(O1)C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,0.368
O=C(C1=CC2=NC(C3=CC=CC=C3S(=O)(O)=O)=C(NC4CCCCC4)N2C=C1)OC,0.382
C/C(C1=C(NC2CCCCC2)N(C=CC(C(OC)=O)=C3)C3=N1)=C\C4=CC=CC=C4,0.392
O=C(C1=CC2=NC(/C=C/C3=CC=CO3)=C(NC4CCCCC4)N2C=C1)OC,0.413
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NC4CCCCC4)N2C=C1)OC,0.414
COC(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,0.365
CN(C)C(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CC(C(OC)=O)=C4)C4=N2,0.434
CN(C)C(C=C1)=CC=C1/C=C/C2=C(NC3CCCCC3)N(C=CN=C4)C4=N2,0.407
FC1=CC=C(C=C1)NC2=C(/C=C/C3=CC=C(OC)C=C3)N=C4C=C(C(OC)=O)C=CN42,0.4
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCCN4CCOCC4)N2C=C1)OC,0.384
CC(C)(C)NC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,0.416
O=C(OC(C)(C)C)CNC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,0.41
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCC(OC)=O)N2C=C1)OC,0.411
O=C(C1=CC2=NC(/C=C/C3=CC=C(OC)C=C3)=C(NCC4=CC=CC=C4)N2C=C1)OC,0.419
CC(C)NC1=C(/C=C/C2=CC=C(OC)C=C2)N=C3C=C(C(OC)=O)C=CN31,0.413
CC1=CC=C(C2=C(N3C=CC(C(OC)=O)=CC3=N2)NCC(N(CCC)CCC)=O)O1,0.391
O=C(CNC(N1C=C2)=C(/C=C/C3=CC=C(C=C3)OC)N=C1C=C2C(OC)=O)N(CCC)CCC,0.413
COC(C1=CC2=NC(C3=CC=C(Cl)C=C3)=C(N2C=C1)NCC(N(CCC)CCC)=O)=O,0.385
O=C(CNC(N1C=C2)=C(C3=C(O)C=C(C)C=C3)N=C1C=C2C(OC)=O)N(CCC)CCC,0.39
ClC(C=C1)=CC=C1C2=C(NCC(N(CCC)CCC)=O)N(C=CC(C#N)=C3)C3=N2,0.387
NC1=C(C2=CC=C(Cl)C=C2)N=C3C=C(C#N)C=CN31,0.43
NC1=CC(C(OC)=O)=CC=N1,0.342
NC1=CC=CC(C(OC)=O)=N1,0.326
NC1=NC=CC=N1,0.296
NC1=NC=CN=C1,0.321
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)c(OC)c1)C=CC=2,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)c(OCc3ccccc3)cc1)C=CC=2,0.567
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccccc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cc4c1cccc4)cccc3)C=CC=2,0.536
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCc3ccccc3)c(OC)cc1)C=CC=2,0.567
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(-n3ccnc3)cc1)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1)C)C=CC=2,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(F)ccc1F)C=CC=2,0.559
Brc1cc(ccc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.554
Clc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.556
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(O)c(O)c1)C=CC=2,0.557
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C#N)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(C)c(Oc3ccccc3)c(c1)C)C=CC=2,0.559
S(C)c1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.565
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(C)C)C=CC=2,0.557
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccccc3)ccc1)C=CC=2,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1occc1)C=CC=2,0.567
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1)cccc3)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1ccccc1OC)C=CC=2,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1)C=CC=2,0.554
Clc1cc(cc(OC)c1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.567
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)-c1sccc1,0.596
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(OC)cc1)C=CC=2,0.575
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1O)C)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1C)cccc3)C=CC=2,0.546
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nc3c(cc1)cccc3)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(cc1)C)C=CC=2,0.567
s1cc(c2c1cccc2)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.565
Clc1c(O)c(OC)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1-c1ccccc1)C=CC=2,0.556
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(=O)C)cc1)C=CC=2,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(Oc3ccc(OC)cc3)ccc1)C=CC=2,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(ccc1O)C(C)(C)C)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1cc(OC)c(OC(=O)C)cc1)C=CC=2,0.576
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCCCC)cc1)C=CC=2,0.565
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCC)cc1)C=CC=2,0.565
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCC=C)cc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(OCC)OCC)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ncc1)cccc3)C=CC=2,0.56
Brc1ccc(cc1)COc1ccc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(OCC)cc1)C=CC=2,0.568
Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(OC)cc1,0.561
Clc1cc(Cl)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C=O)c1O)C(C)(C)C)C=CC=2,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(ccc1OC)cccc3)C=CC=2,0.575
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC)cc1)C=CC=2,0.567
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OCC)cc1)C=CC=2,0.568
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)c([N+](=O)[O-])cc1)C=CC=2,0.562
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)-c1ccccc1,0.589
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(C)c(C)c(C)c(C)c1C)C=CC=2,0.54
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(F)(F)F)cc1)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)\C=C\c1ccccc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccoc1)C=CC=2,0.549
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1nccn1C)C=CC=2,0.569
Brc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)cc1,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\OC(C)(C)C)C=CC=2,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc-3c(Cc4c-3cccc4)cc1)C=CC=2,0.571
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)CCC)C=CC=2,0.558
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]cnc1)C=CC=2,0.557
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(OC)cc(OC)cc1OC)C=CC=2,0.578
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1OC)C=CC=2,0.556
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C(\c1ccccc1)/c1ccccc1)C=CC=2,0.578
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ncccc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c4c(CCc4ccc3)cc1)C=CC=2,0.575
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCc3ccccc3)cc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC(=O)C)c(OC)c1)C=CC=2,0.574
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3cc(OC)ccc3[nH]c1)C=CC=2,0.587
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(O)c(OC)c1)C=CC=2,0.575
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OC)c1O)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(cc(C(C)(C)C)c1O)C(C)(C)C)C=CC=2,0.572
Ic1cc(cc(OC)c1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.568
Brc1sc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.572
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccccc3)cc1)C=CC=2,0.56
Ic1cc(I)cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c1O,0.563
Brc1cc(ccc1O)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)ccc1)C=CC=2,0.556
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c(cc(cc1C)C)C)C=CC=2,0.559
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(NC(=O)C)cc1)C=CC=2,0.565
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)c(OC(OC(C)(C)C)=O)cc1)C=CC=2,0.558
Clc1cc(\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)c(O)cc1,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)ccc1O)C=CC=2,0.569
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(O)c1O)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cccc(OCC)c1O)C=CC=2,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC(OC(C)(C)C)=O)cc1)C=CC=2,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC(O)=O)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])c(O)cc1)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)c(OC)cc1)C=CC=2,0.568
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc([N+](=O)[O-])ccc1O)C=CC=2,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]cnc1C)C=CC=2,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1oc(cc1)C)C=CC=2,0.573
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3c(cc1)cccc3)C=CC=2,0.564
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc3OCOc3cc1)C=CC=2,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCC)cc1)C=CC=2,0.565
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C=O)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C)C=CC=2,0.556
Clc1cc(Cl)ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.558
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\C=C\c1ccccc1)C=CC=2,0.572
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)cc1)C=CC=2,0.566
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(F)(F)F)C=CC=2,0.554
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OCCCN(C)C)cc1)C=CC=2,0.563
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OCC)c(OC)cc1)C=CC=2,0.568
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1c3c(cccc3)c(O)cc1)C=CC=2,0.586
Clc1c(cccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C(C)(C)C)C=CC=2,0.558
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(Oc3ccc(OC)cc3)cc1)C=CC=2,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1ccc(cc1)C(OC)=O)C=CC=2,0.564
Brc1cc(sc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.567
Clc1cc(ccc1Cl)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.557
Brc1cc2c([nH]cc2\C=C\c2n3c(C=C4[N+](=CC=C4)[B-]3(F)F)c(c2)C)cc1,0.58
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)ccc1)C=CC=2,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)B(O)O)C=CC=2,0.558
s1c(ccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C)C=O,0.58
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1O)C=CC=2,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1C(O)=O)C=CC=2,0.554
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1O)C=CC=2,0.573
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(O)c(O)c1O)C=CC=2,0.584
Clc1cc(ccc1OC)-c1oc(cc1)\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.6
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OC)C=CC=2,0.561
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)-c1cncnc1)C=CC=2,0.562
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(O)cc(O)c1)C=CC=2,0.557
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCC=C)C=CC=2,0.56
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1[nH]c(cc1C)C)C=CC=2,0.612
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(OC)cc1OC)C=CC=2,0.571
Clc1ccccc1\C=C\c1n2c(C=C3[N+](=CC=C3)[B-]2(F)F)c(c1)C,0.555
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccc(cc1)C)C=CC=2,0.557
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1cc(OC)cc(OC)c1)C=CC=2,0.556
F[B-]1(F)[N+]=2C(=Cc3n1c(cc3C)\C=C\c1ccccc1OCc1ccccc1)C=CC=2,0.561
